,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Month,Day of Month,Days Passed
10329,,Mongolia,46.8625,103.8467,3/3/20,0,0,0,3,3,41
10330,,Montenegro,42.5,19.3,3/3/20,0,0,0,3,3,41
10331,,Morocco,31.7917,-7.0926,3/3/20,1,0,0,3,3,41
10332,,Namibia,-22.9576,18.4904,3/3/20,0,0,0,3,3,41
10333,,Nepal,28.1667,84.25,3/3/20,1,0,1,3,3,41
10334,Aruba,Netherlands,12.5186,-70.0358,3/3/20,0,0,0,3,3,41
10335,Curacao,Netherlands,12.1696,-68.99,3/3/20,0,0,0,3,3,41
10336,Sint Maarten,Netherlands,18.0425,-63.0548,3/3/20,0,0,0,3,3,41
10337,,Netherlands,52.1326,5.2913,3/3/20,24,0,0,3,3,41
10338,,New Zealand,-40.9006,174.886,3/3/20,1,0,0,3,3,41
10339,,Nicaragua,12.8654,-85.2072,3/3/20,0,0,0,3,3,41
10340,,Niger,17.6078,8.0817,3/3/20,0,0,0,3,3,41
10341,,Nigeria,9.082,8.6753,3/3/20,1,0,0,3,3,41
10342,,North Macedonia,41.6086,21.7453,3/3/20,1,0,0,3,3,41
10343,,Norway,60.472,8.4689,3/3/20,32,0,0,3,3,41
10344,,Oman,21.0,57.0,3/3/20,12,0,2,3,3,41
10345,,Pakistan,30.3753,69.3451,3/3/20,5,0,0,3,3,41
10346,,Panama,8.538,-80.7821,3/3/20,0,0,0,3,3,41
10347,,Papua New Guinea,-6.315,143.9555,3/3/20,0,0,0,3,3,41
10348,,Paraguay,-23.4425,-58.4438,3/3/20,0,0,0,3,3,41
10349,,Peru,-9.19,-75.0152,3/3/20,0,0,0,3,3,41
10350,,Philippines,13.0,122.0,3/3/20,3,1,1,3,3,41
10351,,Poland,51.9194,19.1451,3/3/20,0,0,0,3,3,41
10352,,Portugal,39.3999,-8.2245,3/3/20,2,0,0,3,3,41
10353,,Qatar,25.3548,51.1839,3/3/20,7,0,0,3,3,41
10354,,Romania,45.9432,24.9668,3/3/20,3,0,0,3,3,41
10355,,Russia,60.0,90.0,3/3/20,3,0,2,3,3,41
10356,,Rwanda,-1.9403,29.8739,3/3/20,0,0,0,3,3,41
10357,,Saint Lucia,13.9094,-60.9789,3/3/20,0,0,0,3,3,41
10358,,Saint Vincent and the Grenadines,12.9843,-61.2872,3/3/20,0,0,0,3,3,41
10359,,San Marino,43.9424,12.4578,3/3/20,10,1,0,3,3,41
10360,,Saudi Arabia,24.0,45.0,3/3/20,1,0,0,3,3,41
10361,,Senegal,14.4974,-14.4524,3/3/20,2,0,0,3,3,41
10362,,Serbia,44.0165,21.0059,3/3/20,0,0,0,3,3,41
10363,,Seychelles,-4.6796,55.492,3/3/20,0,0,0,3,3,41
10364,,Singapore,1.2833,103.8333,3/3/20,110,0,78,3,3,41
10365,,Slovakia,48.669,19.699,3/3/20,0,0,0,3,3,41
10366,,Slovenia,46.1512,14.9955,3/3/20,0,0,0,3,3,41
10367,,Somalia,5.1521,46.1996,3/3/20,0,0,0,3,3,41
10368,,South Africa,-30.5595,22.9375,3/3/20,0,0,0,3,3,41
10369,,Spain,40.0,-4.0,3/3/20,165,1,2,3,3,41
10370,,Sri Lanka,7.0,81.0,3/3/20,1,0,1,3,3,41
10371,,Sudan,12.8628,30.2176,3/3/20,0,0,0,3,3,41
10372,,Suriname,3.9193,-56.0278,3/3/20,0,0,0,3,3,41
10373,,Sweden,63.0,16.0,3/3/20,21,0,0,3,3,41
10374,,Switzerland,46.8182,8.2275,3/3/20,56,0,2,3,3,41
10375,,Taiwan*,23.7,121.0,3/3/20,42,1,12,3,3,41
10376,,Tanzania,-6.369,34.8888,3/3/20,0,0,0,3,3,41
10377,,Thailand,15.0,101.0,3/3/20,43,1,31,3,3,41
10378,,Togo,8.6195,0.8248,3/3/20,0,0,0,3,3,41
10379,,Trinidad and Tobago,10.6918,-61.2225,3/3/20,0,0,0,3,3,41
10380,,Tunisia,34.0,9.0,3/3/20,0,0,0,3,3,41
10381,,Turkey,38.9637,35.2433,3/3/20,0,0,0,3,3,41
10382,,Uganda,1.0,32.0,3/3/20,0,0,0,3,3,41
10383,,Ukraine,48.3794,31.1656,3/3/20,1,0,0,3,3,41
10384,,United Arab Emirates,24.0,54.0,3/3/20,27,0,5,3,3,41
10385,Bermuda,United Kingdom,32.3078,-64.7505,3/3/20,0,0,0,3,3,41
10386,Cayman Islands,United Kingdom,19.3133,-81.2546,3/3/20,0,0,0,3,3,41
10387,Channel Islands,United Kingdom,49.3723,-2.3644,3/3/20,0,0,0,3,3,41
10388,Gibraltar,United Kingdom,36.1408,-5.3536,3/3/20,0,0,0,3,3,41
10389,Isle of Man,United Kingdom,54.2361,-4.5481,3/3/20,0,0,0,3,3,41
10390,Montserrat,United Kingdom,16.7425,-62.1874,3/3/20,0,0,0,3,3,41
10391,,United Kingdom,55.3781,-3.4360000000000004,3/3/20,51,0,8,3,3,41
10392,,Uruguay,-32.5228,-55.7658,3/3/20,0,0,0,3,3,41
10393,,US,37.0902,-95.7129,3/3/20,118,7,7,3,3,41
10394,,Uzbekistan,41.3775,64.5853,3/3/20,0,0,0,3,3,41
10395,,Venezuela,6.4238,-66.5897,3/3/20,0,0,0,3,3,41
10396,,Vietnam,16.0,108.0,3/3/20,16,0,16,3,3,41
10397,,Zambia,-15.4167,28.2833,3/3/20,0,0,0,3,3,41
10398,,Zimbabwe,-20.0,30.0,3/3/20,0,0,0,3,3,41
10399,Diamond Princess,Canada,0.0,0.0,3/3/20,0,0,0,3,3,41
10400,,Dominica,15.415,-61.371,3/3/20,0,0,0,3,3,41
10401,,Grenada,12.1165,-61.679,3/3/20,0,0,0,3,3,41
10402,,Mozambique,-18.665695,35.529562,3/3/20,0,0,0,3,3,41
10403,,Syria,34.802075,38.99681500000001,3/3/20,0,0,0,3,3,41
10404,,Timor-Leste,-8.874217,125.727539,3/3/20,0,0,0,3,3,41
10405,,Belize,13.1939,-59.5432,3/3/20,0,0,0,3,3,41
10406,,Laos,19.85627,102.495496,3/3/20,0,0,0,3,3,41
10407,,Libya,26.3351,17.228331,3/3/20,0,0,0,3,3,41
10408,,West Bank and Gaza,31.9522,35.2332,3/3/20,0,0,0,3,3,41
10409,,Guinea-Bissau,11.8037,-15.1804,3/3/20,0,0,0,3,3,41
10410,,Mali,17.570692,-3.996166000000001,3/3/20,0,0,0,3,3,41
10411,,Saint Kitts and Nevis,17.357822,-62.782998,3/3/20,0,0,0,3,3,41
10412,Northwest Territories,Canada,64.8255,-124.8457,3/3/20,0,0,0,3,3,41
10413,Yukon,Canada,64.2823,-135.0,3/3/20,0,0,0,3,3,41
10414,,Kosovo,42.602636,20.902977,3/3/20,0,0,0,3,3,41
10415,,Burma,21.9162,95.956,3/3/20,0,0,0,3,3,41
10416,,Afghanistan,33.0,65.0,3/4/20,1,0,0,3,3,42
10417,,Albania,41.1533,20.1683,3/4/20,0,0,0,3,3,42
10418,,Algeria,28.0339,1.6596,3/4/20,12,0,0,3,3,42
10419,,Andorra,42.5063,1.5218,3/4/20,1,0,0,3,3,42
10420,,Angola,-11.2027,17.8739,3/4/20,0,0,0,3,3,42
10421,,Antigua and Barbuda,17.0608,-61.7964,3/4/20,0,0,0,3,3,42
10422,,Argentina,-38.4161,-63.6167,3/4/20,1,0,0,3,3,42
10423,,Armenia,40.0691,45.0382,3/4/20,1,0,0,3,3,42
10424,Australian Capital Territory,Australia,-35.4735,149.0124,3/4/20,0,0,0,3,3,42
10425,New South Wales,Australia,-33.8688,151.2093,3/4/20,22,1,4,3,3,42
10426,Northern Territory,Australia,-12.4634,130.8456,3/4/20,1,0,0,3,3,42
10427,Queensland,Australia,-28.0167,153.4,3/4/20,11,0,1,3,3,42
10428,South Australia,Australia,-34.9285,138.6007,3/4/20,5,0,2,3,3,42
10429,Tasmania,Australia,-41.4545,145.9707,3/4/20,1,0,0,3,3,42
10430,Victoria,Australia,-37.8136,144.9631,3/4/20,10,0,4,3,3,42
10431,Western Australia,Australia,-31.9505,115.8605,3/4/20,2,1,0,3,3,42
10432,,Austria,47.5162,14.5501,3/4/20,29,0,0,3,3,42
10433,,Azerbaijan,40.1431,47.5769,3/4/20,3,0,0,3,3,42
10434,,Bahamas,25.0343,-77.3963,3/4/20,0,0,0,3,3,42
10435,,Bahrain,26.0275,50.55,3/4/20,52,0,0,3,3,42
10436,,Bangladesh,23.685,90.3563,3/4/20,0,0,0,3,3,42
10437,,Barbados,13.1939,-59.5432,3/4/20,0,0,0,3,3,42
10438,,Belarus,53.7098,27.9534,3/4/20,6,0,0,3,3,42
10439,,Belgium,50.8333,4.0,3/4/20,23,0,1,3,3,42
10440,,Benin,9.3077,2.3158,3/4/20,0,0,0,3,3,42
10441,,Bhutan,27.5142,90.4336,3/4/20,0,0,0,3,3,42
10442,,Bolivia,-16.2902,-63.5887,3/4/20,0,0,0,3,3,42
10443,,Bosnia and Herzegovina,43.9159,17.6791,3/4/20,0,0,0,3,3,42
10444,,Brazil,-14.235,-51.9253,3/4/20,4,0,0,3,3,42
10445,,Brunei,4.5353,114.7277,3/4/20,0,0,0,3,3,42
10446,,Bulgaria,42.7339,25.4858,3/4/20,0,0,0,3,3,42
10447,,Burkina Faso,12.2383,-1.5616,3/4/20,0,0,0,3,3,42
10448,,Cabo Verde,16.5388,-23.0418,3/4/20,0,0,0,3,3,42
10449,,Cambodia,11.55,104.9167,3/4/20,1,0,1,3,3,42
10450,,Cameroon,3.848,11.5021,3/4/20,0,0,0,3,3,42
10451,Alberta,Canada,53.9333,-116.5765,3/4/20,0,0,0,3,3,42
10452,British Columbia,Canada,49.2827,-123.1207,3/4/20,12,0,0,3,3,42
10453,Grand Princess,Canada,37.6489,-122.6655,3/4/20,0,0,0,3,3,42
10454,Manitoba,Canada,53.7609,-98.8139,3/4/20,0,0,0,3,3,42
10455,New Brunswick,Canada,46.5653,-66.4619,3/4/20,0,0,0,3,3,42
10456,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/4/20,0,0,0,3,3,42
10457,Nova Scotia,Canada,44.682,-63.7443,3/4/20,0,0,0,3,3,42
10458,Ontario,Canada,51.2538,-85.3232,3/4/20,20,0,0,3,3,42
10459,Prince Edward Island,Canada,46.5107,-63.4168,3/4/20,0,0,0,3,3,42
10460,Quebec,Canada,52.9399,-73.5491,3/4/20,1,0,0,3,3,42
10461,Saskatchewan,Canada,52.9399,-106.4509,3/4/20,0,0,0,3,3,42
10462,,Central African Republic,6.6111,20.9394,3/4/20,0,0,0,3,3,42
10463,,Chad,15.4542,18.7322,3/4/20,0,0,0,3,3,42
10464,,Chile,-35.6751,-71.543,3/4/20,1,0,0,3,3,42
10465,Anhui,China,31.8257,117.2264,3/4/20,990,6,956,3,3,42
10466,Beijing,China,40.1824,116.4142,3/4/20,418,8,297,3,3,42
10467,Chongqing,China,30.0572,107.874,3/4/20,576,6,502,3,3,42
10468,Fujian,China,26.0789,117.9874,3/4/20,296,1,270,3,3,42
10469,Gansu,China,37.8099,101.0583,3/4/20,91,2,87,3,3,42
10470,Guangdong,China,23.3417,113.4244,3/4/20,1350,7,1133,3,3,42
10471,Guangxi,China,23.8298,108.7881,3/4/20,252,2,210,3,3,42
10472,Guizhou,China,26.8154,106.8748,3/4/20,146,2,114,3,3,42
10473,Hainan,China,19.1959,109.7453,3/4/20,168,5,158,3,3,42
10474,Hebei,China,39.549,116.1306,3/4/20,318,6,301,3,3,42
10475,Heilongjiang,China,47.862,127.7615,3/4/20,480,13,373,3,3,42
10476,Henan,China,33.882,113.614,3/4/20,1272,22,1234,3,3,42
10477,Hong Kong,China,22.3,114.2,3/4/20,105,2,37,3,3,42
10478,Hubei,China,30.9756,112.2707,3/4/20,67332,2871,38557,3,3,42
10479,Hunan,China,27.6104,111.7088,3/4/20,1018,4,916,3,3,42
10480,Inner Mongolia,China,44.0935,113.9448,3/4/20,75,1,63,3,3,42
10481,Jiangsu,China,32.9711,119.455,3/4/20,631,0,577,3,3,42
10482,Jiangxi,China,27.614,115.7221,3/4/20,935,1,884,3,3,42
10483,Jilin,China,43.6661,126.1923,3/4/20,93,1,86,3,3,42
10484,Liaoning,China,41.2956,122.6085,3/4/20,125,1,106,3,3,42
10485,Macau,China,22.1667,113.55,3/4/20,10,0,9,3,3,42
10486,Ningxia,China,37.2692,106.1655,3/4/20,75,0,69,3,3,42
10487,Qinghai,China,35.7452,95.9956,3/4/20,18,0,18,3,3,42
10488,Shaanxi,China,35.1917,108.8701,3/4/20,245,1,223,3,3,42
10489,Shandong,China,36.3427,118.1498,3/4/20,758,6,516,3,3,42
10490,Shanghai,China,31.202,121.4491,3/4/20,338,3,298,3,3,42
10491,Shanxi,China,37.5777,112.2922,3/4/20,133,0,124,3,3,42
10492,Sichuan,China,30.6171,102.7103,3/4/20,538,3,406,3,3,42
10493,Tianjin,China,39.3054,117.323,3/4/20,136,3,124,3,3,42
10494,Tibet,China,31.6927,88.0924,3/4/20,1,0,1,3,3,42
10495,Xinjiang,China,41.1129,85.2401,3/4/20,76,3,69,3,3,42
10496,Yunnan,China,24.974,101.487,3/4/20,174,2,169,3,3,42
10497,Zhejiang,China,29.1832,120.0934,3/4/20,1213,1,1114,3,3,42
10498,,Colombia,4.5709,-74.2973,3/4/20,0,0,0,3,3,42
10499,,Congo (Brazzaville),-4.0383,21.7587,3/4/20,0,0,0,3,3,42
10500,,Congo (Kinshasa),-4.0383,21.7587,3/4/20,0,0,0,3,3,42
10501,,Costa Rica,9.7489,-83.7534,3/4/20,0,0,0,3,3,42
10502,,Cote d'Ivoire,7.54,-5.5471,3/4/20,0,0,0,3,3,42
10503,,Croatia,45.1,15.2,3/4/20,10,0,0,3,3,42
10504,,Diamond Princess,0.0,0.0,3/4/20,706,6,10,3,3,42
10505,,Cuba,22.0,-80.0,3/4/20,0,0,0,3,3,42
10506,,Cyprus,35.1264,33.4299,3/4/20,0,0,0,3,3,42
10507,,Czechia,49.8175,15.473,3/4/20,8,0,0,3,3,42
10508,Faroe Islands,Denmark,61.8926,-6.9118,3/4/20,1,0,0,3,3,42
10509,Greenland,Denmark,71.7069,-42.6043,3/4/20,0,0,0,3,3,42
10510,,Denmark,56.2639,9.5018,3/4/20,10,0,0,3,3,42
10511,,Djibouti,11.8251,42.5903,3/4/20,0,0,0,3,3,42
10512,,Dominican Republic,18.7357,-70.1627,3/4/20,1,0,0,3,3,42
10513,,Ecuador,-1.8312,-78.1834,3/4/20,10,0,0,3,3,42
10514,,Egypt,26.0,30.0,3/4/20,2,0,1,3,3,42
10515,,El Salvador,13.7942,-88.8965,3/4/20,0,0,0,3,3,42
10516,,Equatorial Guinea,1.5,10.0,3/4/20,0,0,0,3,3,42
10517,,Eritrea,15.1794,39.7823,3/4/20,0,0,0,3,3,42
10518,,Estonia,58.5953,25.0136,3/4/20,2,0,0,3,3,42
10519,,Eswatini,-26.5225,31.4659,3/4/20,0,0,0,3,3,42
10520,,Ethiopia,9.145,40.4897,3/4/20,0,0,0,3,3,42
10521,,Fiji,-17.7134,178.065,3/4/20,0,0,0,3,3,42
10522,,Finland,64.0,26.0,3/4/20,6,0,1,3,3,42
10523,French Guiana,France,3.9339,-53.1258,3/4/20,0,0,0,3,3,42
10524,French Polynesia,France,-17.6797,149.4068,3/4/20,0,0,0,3,3,42
10525,Guadeloupe,France,16.25,-61.5833,3/4/20,0,0,0,3,3,42
10526,Mayotte,France,-12.8275,45.1662,3/4/20,0,0,0,3,3,42
10527,New Caledonia,France,-20.9043,165.618,3/4/20,0,0,0,3,3,42
10528,Reunion,France,-21.1351,55.2471,3/4/20,0,0,0,3,3,42
10529,Saint Barthelemy,France,17.9,-62.8333,3/4/20,3,0,0,3,3,42
10530,St Martin,France,18.0708,-63.0501,3/4/20,0,0,0,3,3,42
10531,Martinique,France,14.6415,-61.0242,3/4/20,0,0,0,3,3,42
10532,,France,46.2276,2.2137,3/4/20,285,4,12,3,3,42
10533,,Gabon,-0.8037,11.6094,3/4/20,0,0,0,3,3,42
10534,,Gambia,13.4432,-15.3101,3/4/20,0,0,0,3,3,42
10535,,Georgia,42.3154,43.3569,3/4/20,3,0,0,3,3,42
10536,,Germany,51.0,9.0,3/4/20,262,0,16,3,3,42
10537,,Ghana,7.9465,-1.0232,3/4/20,0,0,0,3,3,42
10538,,Greece,39.0742,21.8243,3/4/20,9,0,0,3,3,42
10539,,Guatemala,15.7835,-90.2308,3/4/20,0,0,0,3,3,42
10540,,Guinea,9.9456,-9.6966,3/4/20,0,0,0,3,3,42
10541,,Guyana,5.0,-58.75,3/4/20,0,0,0,3,3,42
10542,,Haiti,18.9712,-72.2852,3/4/20,0,0,0,3,3,42
10543,,Holy See,41.9029,12.4534,3/4/20,0,0,0,3,3,42
10544,,Honduras,15.2,-86.2419,3/4/20,0,0,0,3,3,42
10545,,Hungary,47.1625,19.5033,3/4/20,2,0,0,3,3,42
10546,,Iceland,64.9631,-19.0208,3/4/20,26,0,0,3,3,42
10547,,India,21.0,78.0,3/4/20,28,0,3,3,3,42
10548,,Indonesia,-0.7893,113.9213,3/4/20,2,0,0,3,3,42
10549,,Iran,32.0,53.0,3/4/20,2922,92,552,3,3,42
10550,,Iraq,33.0,44.0,3/4/20,35,2,0,3,3,42
10551,,Ireland,53.1424,-7.6921,3/4/20,6,0,0,3,3,42
10552,,Israel,31.0,35.0,3/4/20,15,0,1,3,3,42
10553,,Italy,43.0,12.0,3/4/20,3089,107,276,3,3,42
10554,,Jamaica,18.1096,-77.2975,3/4/20,0,0,0,3,3,42
10555,,Japan,36.0,138.0,3/4/20,331,6,43,3,3,42
10556,,Jordan,31.24,36.51,3/4/20,1,0,0,3,3,42
10557,,Kazakhstan,48.0196,66.9237,3/4/20,0,0,0,3,3,42
10558,,Kenya,-0.0236,37.9062,3/4/20,0,0,0,3,3,42
10559,,South Korea,36.0,128.0,3/4/20,5621,35,41,3,3,42
10560,,Kuwait,29.5,47.75,3/4/20,56,0,0,3,3,42
10561,,Kyrgyzstan,41.2044,74.7661,3/4/20,0,0,0,3,3,42
10562,,Latvia,56.8796,24.6032,3/4/20,1,0,0,3,3,42
10563,,Lebanon,33.8547,35.8623,3/4/20,13,0,1,3,3,42
10564,,Liberia,6.4281,-9.4295,3/4/20,0,0,0,3,3,42
10565,,Liechtenstein,47.14,9.55,3/4/20,1,0,0,3,3,42
10566,,Lithuania,55.1694,23.8813,3/4/20,1,0,0,3,3,42
10567,,Luxembourg,49.8153,6.1296,3/4/20,1,0,0,3,3,42
10568,,Madagascar,-18.7669,46.8691,3/4/20,0,0,0,3,3,42
10569,,Malaysia,2.5,112.5,3/4/20,50,0,22,3,3,42
10570,,Maldives,3.2028,73.2207,3/4/20,0,0,0,3,3,42
10571,,Malta,35.9375,14.3754,3/4/20,0,0,0,3,3,42
10572,,Mauritania,21.0079,10.9408,3/4/20,0,0,0,3,3,42
10573,,Mauritius,-20.2,57.5,3/4/20,0,0,0,3,3,42
10574,,Mexico,23.6345,-102.5528,3/4/20,5,0,1,3,3,42
10575,,Moldova,47.4116,28.3699,3/4/20,0,0,0,3,3,42
10576,,Monaco,43.7333,7.4167,3/4/20,1,0,0,3,3,42
10577,,Mongolia,46.8625,103.8467,3/4/20,0,0,0,3,3,42
10578,,Montenegro,42.5,19.3,3/4/20,0,0,0,3,3,42
10579,,Morocco,31.7917,-7.0926,3/4/20,1,0,0,3,3,42
10580,,Namibia,-22.9576,18.4904,3/4/20,0,0,0,3,3,42
10581,,Nepal,28.1667,84.25,3/4/20,1,0,1,3,3,42
10582,Aruba,Netherlands,12.5186,-70.0358,3/4/20,0,0,0,3,3,42
10583,Curacao,Netherlands,12.1696,-68.99,3/4/20,0,0,0,3,3,42
10584,Sint Maarten,Netherlands,18.0425,-63.0548,3/4/20,0,0,0,3,3,42
10585,,Netherlands,52.1326,5.2913,3/4/20,38,0,0,3,3,42
10586,,New Zealand,-40.9006,174.886,3/4/20,3,0,0,3,3,42
10587,,Nicaragua,12.8654,-85.2072,3/4/20,0,0,0,3,3,42
10588,,Niger,17.6078,8.0817,3/4/20,0,0,0,3,3,42
10589,,Nigeria,9.082,8.6753,3/4/20,1,0,0,3,3,42
10590,,North Macedonia,41.6086,21.7453,3/4/20,1,0,0,3,3,42
10591,,Norway,60.472,8.4689,3/4/20,56,0,0,3,3,42
10592,,Oman,21.0,57.0,3/4/20,15,0,2,3,3,42
10593,,Pakistan,30.3753,69.3451,3/4/20,5,0,0,3,3,42
10594,,Panama,8.538,-80.7821,3/4/20,0,0,0,3,3,42
10595,,Papua New Guinea,-6.315,143.9555,3/4/20,0,0,0,3,3,42
10596,,Paraguay,-23.4425,-58.4438,3/4/20,0,0,0,3,3,42
10597,,Peru,-9.19,-75.0152,3/4/20,0,0,0,3,3,42
10598,,Philippines,13.0,122.0,3/4/20,3,1,1,3,3,42
10599,,Poland,51.9194,19.1451,3/4/20,1,0,0,3,3,42
10600,,Portugal,39.3999,-8.2245,3/4/20,5,0,0,3,3,42
10601,,Qatar,25.3548,51.1839,3/4/20,8,0,0,3,3,42
10602,,Romania,45.9432,24.9668,3/4/20,4,0,1,3,3,42
10603,,Russia,60.0,90.0,3/4/20,3,0,2,3,3,42
10604,,Rwanda,-1.9403,29.8739,3/4/20,0,0,0,3,3,42
10605,,Saint Lucia,13.9094,-60.9789,3/4/20,0,0,0,3,3,42
10606,,Saint Vincent and the Grenadines,12.9843,-61.2872,3/4/20,0,0,0,3,3,42
10607,,San Marino,43.9424,12.4578,3/4/20,16,1,0,3,3,42
10608,,Saudi Arabia,24.0,45.0,3/4/20,1,0,0,3,3,42
10609,,Senegal,14.4974,-14.4524,3/4/20,4,0,0,3,3,42
10610,,Serbia,44.0165,21.0059,3/4/20,0,0,0,3,3,42
10611,,Seychelles,-4.6796,55.492,3/4/20,0,0,0,3,3,42
10612,,Singapore,1.2833,103.8333,3/4/20,110,0,78,3,3,42
10613,,Slovakia,48.669,19.699,3/4/20,0,0,0,3,3,42
10614,,Slovenia,46.1512,14.9955,3/4/20,0,0,0,3,3,42
10615,,Somalia,5.1521,46.1996,3/4/20,0,0,0,3,3,42
10616,,South Africa,-30.5595,22.9375,3/4/20,0,0,0,3,3,42
10617,,Spain,40.0,-4.0,3/4/20,222,2,2,3,3,42
10618,,Sri Lanka,7.0,81.0,3/4/20,1,0,1,3,3,42
10619,,Sudan,12.8628,30.2176,3/4/20,0,0,0,3,3,42
10620,,Suriname,3.9193,-56.0278,3/4/20,0,0,0,3,3,42
10621,,Sweden,63.0,16.0,3/4/20,35,0,0,3,3,42
10622,,Switzerland,46.8182,8.2275,3/4/20,90,0,3,3,3,42
10623,,Taiwan*,23.7,121.0,3/4/20,42,1,12,3,3,42
10624,,Tanzania,-6.369,34.8888,3/4/20,0,0,0,3,3,42
10625,,Thailand,15.0,101.0,3/4/20,43,1,31,3,3,42
10626,,Togo,8.6195,0.8248,3/4/20,0,0,0,3,3,42
10627,,Trinidad and Tobago,10.6918,-61.2225,3/4/20,0,0,0,3,3,42
10628,,Tunisia,34.0,9.0,3/4/20,1,0,0,3,3,42
10629,,Turkey,38.9637,35.2433,3/4/20,0,0,0,3,3,42
10630,,Uganda,1.0,32.0,3/4/20,0,0,0,3,3,42
10631,,Ukraine,48.3794,31.1656,3/4/20,1,0,0,3,3,42
10632,,United Arab Emirates,24.0,54.0,3/4/20,27,0,5,3,3,42
10633,Bermuda,United Kingdom,32.3078,-64.7505,3/4/20,0,0,0,3,3,42
10634,Cayman Islands,United Kingdom,19.3133,-81.2546,3/4/20,0,0,0,3,3,42
10635,Channel Islands,United Kingdom,49.3723,-2.3644,3/4/20,0,0,0,3,3,42
10636,Gibraltar,United Kingdom,36.1408,-5.3536,3/4/20,1,0,0,3,3,42
10637,Isle of Man,United Kingdom,54.2361,-4.5481,3/4/20,0,0,0,3,3,42
10638,Montserrat,United Kingdom,16.7425,-62.1874,3/4/20,0,0,0,3,3,42
10639,,United Kingdom,55.3781,-3.4360000000000004,3/4/20,85,0,8,3,3,42
10640,,Uruguay,-32.5228,-55.7658,3/4/20,0,0,0,3,3,42
10641,,US,37.0902,-95.7129,3/4/20,149,11,7,3,3,42
10642,,Uzbekistan,41.3775,64.5853,3/4/20,0,0,0,3,3,42
10643,,Venezuela,6.4238,-66.5897,3/4/20,0,0,0,3,3,42
10644,,Vietnam,16.0,108.0,3/4/20,16,0,16,3,3,42
10645,,Zambia,-15.4167,28.2833,3/4/20,0,0,0,3,3,42
10646,,Zimbabwe,-20.0,30.0,3/4/20,0,0,0,3,3,42
10647,Diamond Princess,Canada,0.0,0.0,3/4/20,0,0,0,3,3,42
10648,,Dominica,15.415,-61.371,3/4/20,0,0,0,3,3,42
10649,,Grenada,12.1165,-61.679,3/4/20,0,0,0,3,3,42
10650,,Mozambique,-18.665695,35.529562,3/4/20,0,0,0,3,3,42
10651,,Syria,34.802075,38.99681500000001,3/4/20,0,0,0,3,3,42
10652,,Timor-Leste,-8.874217,125.727539,3/4/20,0,0,0,3,3,42
10653,,Belize,13.1939,-59.5432,3/4/20,0,0,0,3,3,42
10654,,Laos,19.85627,102.495496,3/4/20,0,0,0,3,3,42
10655,,Libya,26.3351,17.228331,3/4/20,0,0,0,3,3,42
10656,,West Bank and Gaza,31.9522,35.2332,3/4/20,0,0,0,3,3,42
10657,,Guinea-Bissau,11.8037,-15.1804,3/4/20,0,0,0,3,3,42
10658,,Mali,17.570692,-3.996166000000001,3/4/20,0,0,0,3,3,42
10659,,Saint Kitts and Nevis,17.357822,-62.782998,3/4/20,0,0,0,3,3,42
10660,Northwest Territories,Canada,64.8255,-124.8457,3/4/20,0,0,0,3,3,42
10661,Yukon,Canada,64.2823,-135.0,3/4/20,0,0,0,3,3,42
10662,,Kosovo,42.602636,20.902977,3/4/20,0,0,0,3,3,42
10663,,Burma,21.9162,95.956,3/4/20,0,0,0,3,3,42
10664,,Afghanistan,33.0,65.0,3/5/20,1,0,0,3,3,43
10665,,Albania,41.1533,20.1683,3/5/20,0,0,0,3,3,43
10666,,Algeria,28.0339,1.6596,3/5/20,12,0,0,3,3,43
10667,,Andorra,42.5063,1.5218,3/5/20,1,0,0,3,3,43
10668,,Angola,-11.2027,17.8739,3/5/20,0,0,0,3,3,43
10669,,Antigua and Barbuda,17.0608,-61.7964,3/5/20,0,0,0,3,3,43
10670,,Argentina,-38.4161,-63.6167,3/5/20,1,0,0,3,3,43
10671,,Armenia,40.0691,45.0382,3/5/20,1,0,0,3,3,43
10672,Australian Capital Territory,Australia,-35.4735,149.0124,3/5/20,0,0,0,3,3,43
10673,New South Wales,Australia,-33.8688,151.2093,3/5/20,22,1,4,3,3,43
10674,Northern Territory,Australia,-12.4634,130.8456,3/5/20,1,0,0,3,3,43
10675,Queensland,Australia,-28.0167,153.4,3/5/20,13,0,8,3,3,43
10676,South Australia,Australia,-34.9285,138.6007,3/5/20,5,0,2,3,3,43
10677,Tasmania,Australia,-41.4545,145.9707,3/5/20,1,0,0,3,3,43
10678,Victoria,Australia,-37.8136,144.9631,3/5/20,10,0,7,3,3,43
10679,Western Australia,Australia,-31.9505,115.8605,3/5/20,3,1,0,3,3,43
10680,,Austria,47.5162,14.5501,3/5/20,41,0,0,3,3,43
10681,,Azerbaijan,40.1431,47.5769,3/5/20,6,0,0,3,3,43
10682,,Bahamas,25.0343,-77.3963,3/5/20,0,0,0,3,3,43
10683,,Bahrain,26.0275,50.55,3/5/20,55,0,0,3,3,43
10684,,Bangladesh,23.685,90.3563,3/5/20,0,0,0,3,3,43
10685,,Barbados,13.1939,-59.5432,3/5/20,0,0,0,3,3,43
10686,,Belarus,53.7098,27.9534,3/5/20,6,0,0,3,3,43
10687,,Belgium,50.8333,4.0,3/5/20,50,0,1,3,3,43
